"Time","sensors.humidity","sensors.pm10","sensors.pm25"
2024-06-09 11:00:00,100,6,1.9
2024-06-09 12:00:00,100,6,1.9
2024-06-09 13:00:00,96,6,1.9
2024-06-09 14:00:00,84,7.5,2.1
2024-06-09 15:00:00,73,9.4,2.4
2024-06-09 16:00:00,91,14,3.1
2024-06-09 17:00:00,93,11,2.7
2024-06-09 18:00:00,93,28,9.9
2024-06-09 19:00:00,97,11,3.0
2024-06-09 20:00:00,98,7.9,2.2
2024-06-09 21:00:00,100,12,2.5
2024-06-09 22:00:00,100,7.7,2.2
2024-06-09 23:00:00,100,11,2.3
2024-06-10 00:00:00,100,13,2.7
2024-06-10 01:00:00,100,16,3.3
2024-06-10 02:00:00,100,20,4.0
2024-06-10 03:00:00,100,20,3.9
2024-06-10 04:00:00,100,17,3.7
2024-06-10 05:00:00,100,16,3.7
2024-06-10 06:00:00,100,16,3.2
2024-06-10 07:00:00,100,16,3.5
2024-06-10 08:00:00,100,11,2.9
2024-06-10 09:00:00,100,11,3.3
2024-06-10 10:00:00,100,11,3.1
2024-06-10 11:00:00,100,8.8,3.0
2024-06-10 12:00:00,100,9.0,3.2
2024-06-10 13:00:00,82,7.3,2.5
2024-06-10 14:00:00,58,6.3,2.4
2024-06-10 15:00:00,50,4.8,2.1
2024-06-10 16:00:00,62,7.6,2.4
2024-06-10 17:00:00,71,7.6,2.3
2024-06-10 18:00:00,79,7.6,2.3
2024-06-10 19:00:00,84,7.6,2.3
2024-06-10 20:00:00,91,7.6,2.3
2024-06-10 21:00:00,99,7.6,2.3
2024-06-10 22:00:00,100,9.2,2.7
2024-06-10 23:00:00,100,10.0,2.9
2024-06-11 00:00:00,100,12,3.0
2024-06-11 01:00:00,100,12,3.5
2024-06-11 02:00:00,100,9.7,2.9
2024-06-11 03:00:00,100,7.8,2.6
2024-06-11 04:00:00,100,10,2.6
2024-06-11 05:00:00,100,11,2.9
2024-06-11 06:00:00,100,9.5,3.1
2024-06-11 07:00:00,100,9.8,3.0
2024-06-11 08:00:00,100,7.3,2.5
2024-06-11 09:00:00,100,8.8,2.5
2024-06-11 10:00:00,100,7.5,2.5
2024-06-11 11:00:00,100,6.3,2.1
2024-06-11 12:00:00,100,5.1,2.1
2024-06-11 13:00:00,99,7.3,2.5
2024-06-11 14:00:00,95,4.9,2.4
2024-06-11 15:00:00,94,6.8,2.4
2024-06-11 16:00:00,95,7.2,2.5
2024-06-11 17:00:00,100,7.1,2.9
2024-06-11 18:00:00,100,11,2.9
2024-06-11 19:00:00,100,11,3.1
2024-06-11 20:00:00,100,8.2,2.5
2024-06-11 21:00:00,100,6.7,2.3
2024-06-11 22:00:00,100,6.6,2.5
2024-06-11 23:00:00,100,6.1,2.0
2024-06-12 00:00:00,100,5.1,1.8
2024-06-12 01:00:00,100,5.9,2.0
2024-06-12 02:00:00,100,9.5,3.1
2024-06-12 03:00:00,100,9.1,3.3
2024-06-12 04:00:00,100,4.6,1.9
2024-06-12 05:00:00,100,4.6,1.8
2024-06-12 06:00:00,100,4.6,1.9
2024-06-12 07:00:00,100,4.6,1.9
2024-06-12 08:00:00,100,5.6,1.8
2024-06-12 09:00:00,100,4.5,1.8
2024-06-12 10:00:00,100,3.4,1.5
2024-06-12 11:00:00,100,4.2,1.5
2024-06-12 12:00:00,100,3.3,1.5
2024-06-12 13:00:00,98,2.9,1.6
2024-06-12 14:00:00,77,3.8,1.8
2024-06-12 15:00:00,63,3.6,1.2
2024-06-12 16:00:00,71,2.9,1.3
2024-06-12 17:00:00,74,2.2,0.98
2024-06-12 18:00:00,73,3.4,1.2
2024-06-12 19:00:00,76,2.7,1
2024-06-12 20:00:00,80,3.2,1.1
2024-06-12 21:00:00,83,3.5,1.1
2024-06-12 22:00:00,89,3.5,1.1
2024-06-12 23:00:00,95,3.1,1.1
2024-06-13 00:00:00,97,3.5,1.1
2024-06-13 01:00:00,98,3.7,1.3
2024-06-13 02:00:00,100,4.9,1.3
2024-06-13 03:00:00,100,3.8,1.3
2024-06-13 04:00:00,100,5.3,1.5
2024-06-13 05:00:00,100,4.6,1.5
2024-06-13 06:00:00,100,6.5,2.1
2024-06-13 07:00:00,100,5.2,1.5
2024-06-13 08:00:00,100,5.0,1.4
2024-06-13 09:00:00,100,8.2,1.6
2024-06-13 10:00:00,100,4.4,1.5
2024-06-13 11:00:00,100,4.4,1.3
2024-06-13 12:00:00,97,4.3,1.3
2024-06-13 13:00:00,91,2.2,0.79
2024-06-13 14:00:00,76,2.4,0.83
2024-06-13 15:00:00,74,2.3,0.83
2024-06-13 16:00:00,76,3.9,0.98
2024-06-13 17:00:00,76,3.5,1.0
2024-06-13 18:00:00,77,3.1,1
2024-06-13 19:00:00,77,3.1,1.1
2024-06-13 20:00:00,76,1.9,0.93
2024-06-13 21:00:00,77,3.4,1.3
2024-06-13 22:00:00,69,3.5,1.1
2024-06-13 23:00:00,86,3.7,1.1
2024-06-14 00:00:00,92,5.0,1.3
2024-06-14 01:00:00,94,4.6,1.4
2024-06-14 02:00:00,88,4.3,1.3
2024-06-14 03:00:00,92,4.4,1.3
2024-06-14 04:00:00,96,6.0,1.4
2024-06-14 05:00:00,90,3.4,1.4
2024-06-14 06:00:00,96,3.8,1.5
2024-06-14 07:00:00,96,4.9,2
2024-06-14 08:00:00,96,4.8,1.7
2024-06-14 09:00:00,97,3.1,1.3
2024-06-14 10:00:00,95,2.8,1.2
2024-06-14 11:00:00,89,2.2,1.0
2024-06-14 12:00:00,81,2.3,1.1
2024-06-14 13:00:00,77,2.9,0.93
2024-06-14 14:00:00,78,2.0,0.77
2024-06-14 15:00:00,85,2.4,0.78
2024-06-14 16:00:00,91,2.5,0.78
2024-06-14 17:00:00,90,2.1,0.65
2024-06-14 18:00:00,91,2.0,0.69
2024-06-14 19:00:00,95,3.1,0.95
2024-06-14 20:00:00,97,3.6,1
2024-06-14 21:00:00,97,4.7,1.6
2024-06-14 22:00:00,97,3.7,1.2
2024-06-14 23:00:00,92,4.8,1.2
2024-06-15 00:00:00,95,5.2,1.1
2024-06-15 01:00:00,97,4.0,1.1
2024-06-15 02:00:00,97,3.4,1.1
2024-06-15 03:00:00,97,5.2,1.3
2024-06-15 04:00:00,97,5.4,1.2
2024-06-15 05:00:00,97,4.9,1.2
2024-06-15 06:00:00,97,3.4,1.1
2024-06-15 07:00:00,95,3.4,1.1
2024-06-15 08:00:00,92,4.3,1.1
2024-06-15 09:00:00,97,6.4,1.2
2024-06-15 10:00:00,96,4.6,1.2
2024-06-15 11:00:00,97,4.9,1.1
2024-06-15 12:00:00,95,2.7,0.68
2024-06-15 13:00:00,88,4.4,0.90
2024-06-15 14:00:00,82,2.8,0.62
2024-06-15 15:00:00,95,4.7,0.98
2024-06-15 16:00:00,97,5.1,1.1
2024-06-15 17:00:00,96,4.4,1.1
2024-06-15 18:00:00,95,5.0,1.3
2024-06-15 19:00:00,96,6.1,1.1
2024-06-15 20:00:00,97,5.9,1.4
2024-06-15 21:00:00,96,6.9,1.5
2024-06-15 22:00:00,96,8.7,1.6
2024-06-15 23:00:00,96,9.4,1.8
2024-06-16 00:00:00,94,9.2,1.5
2024-06-16 01:00:00,95,7.4,1.7
2024-06-16 02:00:00,90,8.4,2.2
2024-06-16 03:00:00,96,6.9,2.0
2024-06-16 04:00:00,97,8.8,1.8
2024-06-16 05:00:00,97,7.3,1.9
2024-06-16 06:00:00,96,7.2,2.4
2024-06-16 07:00:00,96,9.1,2.6
2024-06-16 08:00:00,96,10,2.2
2024-06-16 09:00:00,95,12,2.9
2024-06-16 10:00:00,89,9.0,2.4
2024-06-16 11:00:00,96,12,3.2
2024-06-16 12:00:00,96,14,3.1
2024-06-16 13:00:00,94,14,2.9
2024-06-16 14:00:00,96,12,3.3
2024-06-16 15:00:00,96,11,2.8
2024-06-16 16:00:00,95,10,2.9
2024-06-16 17:00:00,96,8.5,2.9
2024-06-16 18:00:00,97,8.9,3.1
2024-06-16 19:00:00,88,7,1.8
2024-06-16 20:00:00,96,6.6,1.7
2024-06-16 21:00:00,95,6.0,1.7
2024-06-16 22:00:00,95,6.1,2.5
2024-06-16 23:00:00,95,6.1,1.9
2024-06-17 00:00:00,95,4.2,1.6
2024-06-17 01:00:00,92,5.4,1.6
2024-06-17 02:00:00,82,5.1,1.9
2024-06-17 03:00:00,94,4.8,2.1
2024-06-17 04:00:00,93,5.7,1.9
2024-06-17 05:00:00,84,5.7,2.0
2024-06-17 06:00:00,96,7.7,2.1
2024-06-17 07:00:00,92,8.7,2.8
2024-06-17 08:00:00,93,10,3.7
2024-06-17 09:00:00,97,11,3.0
2024-06-17 10:00:00,96,9.6,2.1
2024-06-17 11:00:00,91,9.3,2.3
2024-06-17 12:00:00,96,5.9,1.6
2024-06-17 13:00:00,95,8.6,1.8
2024-06-17 14:00:00,87,9.7,2.0
2024-06-17 15:00:00,97,12,2.4
2024-06-17 16:00:00,92,13,2.4
2024-06-17 17:00:00,97,12,2.3
2024-06-17 18:00:00,97,13,2.4
2024-06-17 19:00:00,94,9.7,2.0
2024-06-17 20:00:00,97,11,1.9
2024-06-17 21:00:00,91,14,2.2
2024-06-17 22:00:00,97,12,2.2
2024-06-17 23:00:00,96,12,2.1
2024-06-18 00:00:00,97,11,2.1
2024-06-18 01:00:00,97,8.8,2.0
2024-06-18 02:00:00,96,7.6,2.0
2024-06-18 03:00:00,97,8.4,2.0
2024-06-18 04:00:00,97,8.7,1.9
2024-06-18 05:00:00,97,7.7,1.7
2024-06-18 06:00:00,91,9.7,2.0
2024-06-18 07:00:00,97,12,2.3
2024-06-18 08:00:00,97,11,2.0
2024-06-18 09:00:00,97,11,1.9
2024-06-18 10:00:00,92,11,2.2
2024-06-18 11:00:00,97,15,2.3
2024-06-18 12:00:00,97,13,2.6
2024-06-18 13:00:00,97,15,2.8
2024-06-18 14:00:00,97,22,3.3
2024-06-18 15:00:00,97,20,3.2
2024-06-18 16:00:00,96,14,2.4
2024-06-18 17:00:00,97,15,3.0
2024-06-18 18:00:00,98,17,3.2
2024-06-18 19:00:00,97,18,3.0
2024-06-18 20:00:00,98,18,3.0
2024-06-18 21:00:00,97,19,3.0
2024-06-18 22:00:00,97,18,3.0
2024-06-18 23:00:00,97,24,3.3
2024-06-19 00:00:00,97,19,3.2
2024-06-19 01:00:00,96,20,3.2
2024-06-19 02:00:00,90,21,3.1
2024-06-19 03:00:00,89,20,3.3
2024-06-19 04:00:00,97,24,3.6
2024-06-19 05:00:00,97,20,3.5
2024-06-19 06:00:00,96,25,3.9
2024-06-19 07:00:00,97,24,4.0
2024-06-19 08:00:00,97,25,3.8
2024-06-19 09:00:00,97,23,3.7
2024-06-19 10:00:00,97,26,4.2
2024-06-19 11:00:00,97,24,3.5
2024-06-19 12:00:00,97,26,4.1
2024-06-19 13:00:00,96,26,4.2
2024-06-19 14:00:00,97,25,4.2
2024-06-19 15:00:00,97,25,4.2
2024-06-19 16:00:00,97,21,3.6
2024-06-19 17:00:00,97,18,3.4
2024-06-19 18:00:00,97,15,2.9
2024-06-19 19:00:00,97,17,3.0
2024-06-19 20:00:00,97,17,3.0
2024-06-19 21:00:00,97,18,3.2
2024-06-19 22:00:00,97,17,3.2
2024-06-19 23:00:00,97,17,3.3
2024-06-20 00:00:00,97,16,3.0
2024-06-20 01:00:00,97,15,2.7
2024-06-20 02:00:00,96,15,2.8
2024-06-20 03:00:00,95,16,2.8
2024-06-20 04:00:00,97,20,4.0
2024-06-20 05:00:00,97,18,3.6
2024-06-20 06:00:00,92,16,3.1
2024-06-20 07:00:00,97,19,3.3
2024-06-20 08:00:00,97,21,3.5
2024-06-20 09:00:00,96,19,2.7
2024-06-20 10:00:00,96,17,3.1
2024-06-20 11:00:00,97,17,3.4
2024-06-20 12:00:00,97,18,3.4
2024-06-20 13:00:00,97,17,3.7
2024-06-20 14:00:00,97,16,3.5
2024-06-20 15:00:00,97,15,3.6
2024-06-20 16:00:00,97,14,3.0
2024-06-20 17:00:00,97,14,2.9
2024-06-20 18:00:00,97,13,3.1
2024-06-20 19:00:00,97,13,2.9
2024-06-20 20:00:00,92,11,2.8
2024-06-20 21:00:00,97,13,2.9
2024-06-20 22:00:00,97,12,3.0
2024-06-20 23:00:00,97,12,3.0
2024-06-21 00:00:00,97,13,3.7
2024-06-21 01:00:00,98,17,4.2
2024-06-21 02:00:00,97,23,5.1
2024-06-21 03:00:00,97,24,5.2
2024-06-21 04:00:00,92,20,5.0
2024-06-21 05:00:00,97,26,6.2
2024-06-21 06:00:00,97,25,5.9
2024-06-21 07:00:00,97,27,6.0
2024-06-21 08:00:00,98,21,5.1
2024-06-21 09:00:00,97,18,3.7
2024-06-21 10:00:00,97,14,2.7
2024-06-21 11:00:00,97,12,2.7
2024-06-21 12:00:00,97,13,2.5
2024-06-21 13:00:00,97,10,2.0
2024-06-21 14:00:00,94,8.3,1.6
2024-06-21 15:00:00,88,6.9,1.5
2024-06-21 16:00:00,93,11,1.8
2024-06-21 17:00:00,91,9.7,2.2
2024-06-21 18:00:00,92,7.5,1.5
2024-06-21 19:00:00,95,8.3,1.9
2024-06-21 20:00:00,97,12,2.4
2024-06-21 21:00:00,97,12,2.6
2024-06-21 22:00:00,97,20,3.3
2024-06-21 23:00:00,92,19,3.3
2024-06-22 00:00:00,97,17,3.2
2024-06-22 01:00:00,97,19,2.8
2024-06-22 02:00:00,97,23,9.6
2024-06-22 03:00:00,97,12,2.2
2024-06-22 04:00:00,97,9.3,1.8
2024-06-22 05:00:00,97,9.7,1.9
2024-06-22 06:00:00,97,7.3,1.6
2024-06-22 07:00:00,97,8.2,1.7
2024-06-22 08:00:00,97,7.3,1.4
2024-06-22 09:00:00,97,6.6,1.3
2024-06-22 10:00:00,97,6.5,1.3
2024-06-22 11:00:00,98,4.9,1.1
2024-06-22 12:00:00,97,4.3,1.0
2024-06-22 13:00:00,97,4.2,1.6
2024-06-22 14:00:00,93,3.8,1.9
2024-06-22 15:00:00,89,4.1,1.6
2024-06-22 16:00:00,91,3.5,1.3
2024-06-22 17:00:00,91,3.1,1.2
2024-06-22 18:00:00,92,3.0,1.3
2024-06-22 19:00:00,93,2.9,1.2
2024-06-22 20:00:00,95,4.0,1.8
2024-06-22 21:00:00,98,3.9,1.5
2024-06-22 22:00:00,97,4.4,1.4
2024-06-22 23:00:00,92,5.8,1.5
2024-06-23 00:00:00,92,5.2,1.6
2024-06-23 01:00:00,97,5.8,1.6
2024-06-23 02:00:00,97,5.1,1.5
2024-06-23 03:00:00,97,4.3,1.5
2024-06-23 04:00:00,97,3.9,1.5
2024-06-23 05:00:00,97,4.4,1.5
2024-06-23 06:00:00,97,4.8,1.6
2024-06-23 07:00:00,97,5.2,1.6
2024-06-23 08:00:00,97,4.6,1.5
2024-06-23 09:00:00,97,5,1.4
2024-06-23 10:00:00,92,3.4,1.3
2024-06-23 11:00:00,97,4.3,1.3
2024-06-23 12:00:00,97,3.7,1.5
2024-06-23 13:00:00,96,4.3,1.4
2024-06-23 14:00:00,93,4.2,1.7
2024-06-23 15:00:00,93,3.6,1.3
2024-06-23 16:00:00,94,4.7,1.5
2024-06-23 17:00:00,95,4.2,1.4
2024-06-23 18:00:00,86,5.1,1.6
2024-06-23 19:00:00,97,5.1,1.7
2024-06-23 20:00:00,97,5.1,1.6
2024-06-23 21:00:00,97,5.5,1.7
2024-06-23 22:00:00,97,5.0,1.6
2024-06-23 23:00:00,97,5.3,1.6
2024-06-24 00:00:00,97,5.2,1.7
2024-06-24 01:00:00,97,5.1,1.6
2024-06-24 02:00:00,98,5.8,1.7
2024-06-24 03:00:00,89,5.3,1.7
2024-06-24 04:00:00,87,5.9,1.8
2024-06-24 05:00:00,97,6.8,1.8
2024-06-24 06:00:00,97,6.2,1.9
2024-06-24 07:00:00,97,7.5,2.0
2024-06-24 08:00:00,97,6.5,1.7
2024-06-24 09:00:00,97,6.8,1.6
2024-06-24 10:00:00,97,5.0,1.4
2024-06-24 11:00:00,97,4.7,1.5
2024-06-24 12:00:00,92,4.1,1.2
2024-06-24 13:00:00,97,3.1,1.1
2024-06-24 14:00:00,94,3.2,1.1
2024-06-24 15:00:00,88,2.9,1.2
2024-06-24 16:00:00,89,2.3,1.1
2024-06-24 17:00:00,92,3.8,1.2
2024-06-24 18:00:00,89,3.0,1.1
2024-06-24 19:00:00,96,2.9,1.3
2024-06-24 20:00:00,97,5.2,2.4
2024-06-24 21:00:00,97,3.4,1.3
2024-06-24 22:00:00,97,3.4,1.3
2024-06-24 23:00:00,97,4.6,1.4
2024-06-25 00:00:00,97,4.3,1.3
2024-06-25 01:00:00,92,3.2,1.3
2024-06-25 02:00:00,92,3.9,1.3
2024-06-25 03:00:00,92,4.1,1.5
2024-06-25 04:00:00,97,3.4,1.3
2024-06-25 05:00:00,96,4.5,1.5
2024-06-25 06:00:00,97,3.7,1.7
2024-06-25 07:00:00,93,5.6,1.6
2024-06-25 08:00:00,74,4.8,1.6
2024-06-25 09:00:00,254,3.9,1.4
2024-06-25 10:00:00,71,4.6,1.4
2024-06-25 11:00:00,75,3.9,1.2
2024-06-25 12:00:00,65,3.7,1.3
2024-06-25 13:00:00,328,4.0,1.1
2024-06-25 14:00:00,60,3.8,1.1
2024-06-25 15:00:00,161,4.1,1.3
2024-06-25 16:00:00,68,3.7,1.2
2024-06-25 17:00:00,74,4.2,1.3
2024-06-25 18:00:00,70,4.5,1.4
2024-06-25 19:00:00,250,3.1,1.1
2024-06-25 20:00:00,68,3.1,1.2
2024-06-25 21:00:00,67,3.7,1.3
2024-06-25 22:00:00,68,4.1,1.3
2024-06-25 23:00:00,70,4.2,1.3
2024-06-26 00:00:00,72,3.5,1.3
2024-06-26 01:00:00,73,4.4,1.3
2024-06-26 02:00:00,78,5.0,1.5
2024-06-26 03:00:00,73,3.9,1.4
2024-06-26 04:00:00,69,4.3,1.5
2024-06-26 05:00:00,247,4.6,1.6
2024-06-26 06:00:00,251,5.5,2.0
2024-06-26 07:00:00,75,5.6,1.8
2024-06-26 08:00:00,67,5.3,1.6
2024-06-26 09:00:00,264,3.5,1.3
2024-06-26 10:00:00,70,3.9,1.3
2024-06-26 11:00:00,71,3.3,1.1
2024-06-26 12:00:00,253,3.9,1.2
2024-06-26 13:00:00,67,3.1,1.2
2024-06-26 14:00:00,72,3.9,1.3
2024-06-26 15:00:00,69,3.5,1.3
2024-06-26 16:00:00,51,3.6,1.1
2024-06-26 17:00:00,52,4.4,1.1
2024-06-26 18:00:00,181,3.3,1.1
2024-06-26 19:00:00,55,4.4,1.4
2024-06-26 20:00:00,326,4.7,1.4
2024-06-26 21:00:00,64,4.2,1.7
2024-06-26 22:00:00,74,3.5,1.3
2024-06-26 23:00:00,73,3.4,1.3

